Manhattan_W,Conflicts_W,Inversions_W,Quality,Cost,Size
1.3358901427179835,0.18636292772640828,0.8160766591347413,533,4742,5
1.1973426888522294,0.6580213937562811,1.2029370294827633,467,6741,4
1.5271601748238703,0.46039817322986143,1.1222353990457004,623,6929,5
1.3050579975740326,1.7992292095322469,0.1684930843202972,497,7697,5
1.6450907911464354,0.7984345114918721,1.1499115182794106,511,15873,5
1.87590387943861,1.5983794835801528,1.5778873453353828,569,16620,5
1.20532637508772,1.6667973355115888,1.2120269295462462,749,21010,5
1.3727596685517025,1.7005685275675448,1.5310098993406454,749,21020,5
1.7854791125321392,0.8641264314700896,0.025906303238172335,773,20403,5
1.3923037581094126,1.3367190401255846,1.8854729385809605,46,66,3
1.8367137199312755,1.464393819306258,0.47765296339606644,60,218,3
1.0872479335314296,0.002886536733686107,1.9725435324875893,46,67,3
1.4500375010277429,0.5645868872958084,0.5527425718602028,62,203,3
1.1222269454735723,1.140235076373636,1.354751657847671,46,66,3
1.9068361920870065,1.0607853830263425,1.6559041896571305,78,215,3
1.9785710773045255,1.1173269884991608,1.7404561866620305,78,215,3
1.8979250602244027,0.9447441137283681,1.3374008809975648,80,288,3
1.2730690314483126,1.4349544530296108,0.8468793963005898,62,276,3
1.1339538018156734,0.09146444426947786,0.7138720102843206,62,276,3
1.2509825322857195,1.2023079449554663,0.3696553535544618,189,552,4
1.6856057839746197,1.211542066338659,1.3272568949432644,211,883,4
1.905507952585253,0.6819646601272478,1.506315785631547,211,883,4
1.1745334837941352,1.3251937893155812,1.7913599176579114,257,1406,4
1.0905994317104413,0.6602086579838853,0.7903423608378328,205,2377,4
1.7586221480324686,1.9551349961524378,1.5273601014979485,237,1084,4
1.1169497986240773,0.7242421437479025,0.5898583155432147,231,1581,4
1.3706890714635136,0.9615874098010266,1.9191529104425473,305,2499,4
1.50834978156798,1.8733132300382196,1.2610599755282104,211,1000,4
1.9316710916976696,1.1986352976926653,1.221173132422798,165,1772,4
1.8356355582016461,0.9342650304463176,1.417972713676699,457,3611,5
1.9819647534081235,1.5696283761907233,0.976661159650605,433,4096,5
1.7440448497742511,1.719406489235468,1.3917229109134832,211,883,4
1.6865838139728015,0.9243104939281213,1.08910930296296,533,4513,5
1.684384745473654,0.8552364343493093,1.048413576461176,533,4742,5
1.6480038775088461,0.6608502351734007,0.9123864953734118,231,1581,4
1.9262831432223,1.873654249965201,1.0635712960360664,62,274,3
1.8642074568299272,0.4448328163372679,0.8313562061372479,62,197,3
1.9840762753430954,0.8582924019975655,1.2454386244229712,62,276,3
1.2388225232839976,1.5265543905508692,1.1430653320335313,78,215,3
1.8515832866236361,0.2538936749870717,0.4865257174298412,60,218,3
1.7822815292084337,0.6774594872456026,1.3118626941834717,205,2377,4
1.835778387268761,1.785929466023791,0.8592050467099988,275,1423,4
1.3452908156395385,1.1251711449292434,0.5498770860663764,431,5101,5
1.35125935628007,1.7800391791885108,1.3796128605060471,467,6741,4
1.3193509728845374,1.1518618088657495,0.17834081850621164,497,7688,5
1.477895495447028,0.6865191899621848,0.20893409947303843,497,7688,5
1.0131756150278959,1.9374556706796262,1.6408511975558597,639,9430,5
1.170122119536605,0.5319416486197928,1.8952568833663064,639,9430,5
1.3175389150684382,0.9041252416150625,0.45395060231476436,439,13625,5
1.6826666873858818,1.2747279294252276,1.3627237272754293,569,14136,5
1.928251112048962,1.294205701606882,1.5905305213090037,569,14359,5
1.1941619520415512,0.011793473202582616,0.4392407421906106,439,14155,5
1.1722588904879094,0.4514586966143457,0.029089839040950638,60,217,3
1.5855770851524404,1.8613683778707635,1.271723835583561,78,215,3
1.157327439064607,0.9905107953022259,0.12709731660969692,60,217,3
1.5648766316448817,1.0764212113114704,1.5666867339994077,46,66,3
1.2267785948633443,0.9455289680317962,1.2590659110070928,46,66,3
1.3705022134270366,0.00987701022672094,1.362455401935405,78,215,3
1.1515665964338315,1.553803808359487,1.8321855506170663,46,67,3
1.6975698220138948,1.9832263681622477,1.5853276933428997,78,215,3
1.474855561086979,1.1135864329328033,1.4201191314855817,78,215,3
1.3359100117793403,0.5707090217930406,1.0498539744772175,78,217,3
1.0083932496758305,0.8270271123080923,0.2928012170779388,189,552,4
1.5343220654162832,1.0803144213266769,0.4479941109183183,189,552,4
1.7487234550805775,0.5530697853663096,0.6475618216913015,203,587,4
1.7508204431588426,0.3101834647004853,1.404576607192102,211,959,4
1.8985759689479473,1.344684487359961,1.4375365627184409,211,881,4
1.1641988792887699,0.42406661024231496,0.12037924448132609,197,1057,4
1.3304126168455133,0.8292867764236451,0.03452276799363263,197,1122,4
1.5053436755021077,1.20956639388563,1.341801725274101,237,1099,4
1.3304697845509965,0.7252243897041282,0.6642134518389446,275,1423,4
1.2497447850141268,1.2252313629203058,1.8748886860823852,257,1406,4
1.3746658047519027,0.20979794847737154,1.8742823471670718,291,2574,4
1.0281234598356797,1.1488783219598273,1.4367754704756717,291,2574,4
1.8947436344588346,1.3024212717255697,0.3603815581326948,199,3015,4
1.9830942719955544,1.847210716943712,0.3363157092770763,199,3015,4
1.5401750741712654,1.884636699257778,0.6853188881636365,433,4096,5
1.5361455605664474,1.5858810829124594,0.6251397263798197,431,5101,5
1.9368184458380715,1.9797356279601508,1.9538856013123675,467,6741,4
1.9394998267073755,0.1649474079506923,1.5640252575386957,569,14136,5
1.7752648868927785,1.3149977879834098,1.9873673786899784,749,21020,5
1.1869598764534124,1.2420159000042237,1.480760408015361,751,28088,5
1.2249176573100489,0.1282564975134366,0.362311177131843,60,218,3
1.1517569566038124,0.8911364041247036,1.9480361670381594,46,67,3
1.0134509649888415,0.8844348251262373,1.1019991518660386,46,66,3
1.9831013068395316,0.5829132905006487,0.9216799043224166,62,197,3
1.9169506534497582,1.5392439260612392,0.29990252999978395,60,217,3
1.3847823277957028,0.23579032301617642,0.5097293526869588,203,587,4
1.729907554159451,0.4614841545652226,1.464594025641564,211,1000,4
1.2895163961941296,1.3838622170483914,0.083027234818972,197,1122,4
1.2980374969671495,1.6226789748503099,0.13719766383122356,197,1057,4
1.4104287720830597,1.118176932609371,1.4095238307361413,237,1099,4
1.510814503229958,1.791450037030434,0.8283541097696319,231,1581,4
1.750682359005728,0.9404821069173794,1.3780807376698867,211,883,4
1.4507009061874898,0.28526945532706893,0.9231416819286957,165,1772,4
1.1709561764134515,1.471101323872629,0.5005349227155205,275,1568,4
1.9177016004195275,1.1250594957211932,1.2207268506030047,165,1772,4
1.5707650480240127,1.4332679238961854,0.9531522756568771,165,1757,4
1.5754116675636687,0.510410555491714,0.05599581377710505,197,1122,4
1.9453623040852128,1.6445090749436568,1.9399764539140993,237,1099,4
1.7015389277501827,0.9161212578145719,1.2308313543910696,205,2377,4
1.1345615644525773,0.06761862875056801,0.5902880857558759,231,1581,4
1.5952454584631077,1.1246410245703193,1.6770488641467394,467,6741,4
1.300103383356984,0.9687871401432142,1.404025730248355,467,6741,4
1.5141636461398282,1.7126240192408508,1.6008677192951484,467,6741,4
1.1453516872593716,0.416735786019824,1.2597249025462292,467,6741,4
1.6873042434380765,1.4193871981813984,1.7859929868558018,467,6741,4
1.1273363966962564,1.4756209685265729,1.7774954012369977,631,10356,5
1.8401452953523867,1.0121276632281493,0.6657130410229188,439,13661,5
1.1741192082833232,1.3288021384487037,1.0931798947418776,675,38290,5
1.0194260636370638,1.2852365715702299,0.9802699444438367,675,38290,5
1.2612978504261225,1.2609236030815376,1.2223386466367194,675,38290,5
1.9756529345276157,1.4481827945983725,0.5646668076670636,189,552,4
1.150244862041741,1.8459975527868937,0.4253396171173158,203,587,4
1.3410250275686042,0.11805702251419925,0.3857066245600971,189,552,4
1.6193862289063774,1.1506100316931833,0.5617578063852298,203,587,4
1.6217430423701231,0.9862066972165306,1.352866434234283,211,1000,4
1.9621767883784287,1.9131558461460467,0.07357098651126126,197,1122,4
1.3854526735310073,0.16410864004800252,1.2523837464299061,237,1099,4
1.9850599833291498,0.9635718378156599,1.8829244446763929,237,1099,4
1.4155123306710946,0.7559229399637615,0.6506736186580095,275,1423,4
1.7364856606744676,0.26160061045117033,1.1431507893563484,165,1772,4
1.3695200075856193,1.5006523520678376,0.8018730594075223,231,1622,4
1.1084025700642903,0.07252597465786548,0.47464215328245474,275,1568,4
1.8068274863024705,1.1459785140176644,1.172285438079477,165,1772,4
1.2172018501446438,0.5283876322919052,1.7013291158302772,291,2574,4
1.2456487418806992,0.9733529618424597,0.7377437447008008,483,3272,5
1.2234181665517838,1.1199276460291014,0.3436094600355135,429,2649,5
1.7403309885444984,1.491685840578412,0.7174549305939886,431,5101,5
1.6835036768264628,1.04847572961172,1.703678136456441,467,6741,4
1.3738429963402787,1.8493244916180416,0.3007952318822993,457,6152,5
1.6290263774572915,1.0393461122193988,0.2158226449735836,497,7697,5
1.0614315926457354,1.26331089554352,1.726768817819359,639,9430,5
1.0620096568502742,0.8344866031214437,1.518479007236951,603,19518,5
1.1324718805534064,0.23387868104242648,1.1949525518590782,46,66,3
1.5189587418807433,0.9663751577938582,1.7611088282686849,46,66,3
1.910242173643513,0.34678228391179866,0.8604372788027685,62,197,3
1.5955797932776985,1.033994857964099,1.3554299837176673,78,215,3
1.7575374132843424,0.3901392561066621,0.619044030635117,62,203,3
1.094799774828533,0.23983419598711175,0.11497438397438975,197,1057,4
1.1149288194414888,0.5902141768783853,1.0731738087185283,237,1099,4
1.5300666741664444,0.7297712112837491,1.4107287216983462,237,1099,4
1.9536672316312802,0.13050713540093262,1.0076354963391714,231,1581,4
1.8947235519961,1.9687357944435608,1.1933181629039986,165,1772,4
1.8946184184902657,1.596024523462818,0.9610554220655099,231,1581,4
1.9361637471517383,0.560664039657431,0.84651692863947,275,1423,4
1.4386316302141078,0.395175814957085,0.28283865974568245,199,3015,4
1.0422020975133588,1.2503855212467012,1.536648374573908,305,2499,4
1.9833380378867151,0.23306877825751826,0.871823018339061,275,1423,4
1.9056588184058358,0.31016147053618326,0.9959844825262671,231,1581,4
1.6754980470287157,1.241697613718415,0.9575909326691623,483,3272,5
1.4757753613774574,0.8699179746783725,1.692490563933236,357,4020,4
1.3304589855491011,1.4228890902833589,0.6429297644294043,433,4096,5
1.7923895255870015,0.43623103932030394,0.7649749482048616,431,5148,5
1.556348435485255,1.709988707452689,1.6100156833587935,467,6741,4
1.10399176891892,0.3631803517685277,1.1056763315487075,467,6741,4
1.0033363514422486,0.47449314729619685,1.6812216803799256,663,8774,5
1.4583259237282773,0.45853279425171944,1.5464862432928892,467,6741,4
1.0210172964632553,0.25690320184054194,1.6422411876975633,639,9430,5
1.7621732198132958,0.2254516754925242,0.5895570569620352,439,13625,5
1.1336697487631557,0.6759551197318521,0.38727688401489946,439,13625,5
1.583255068820573,0.14648713933633428,0.6174701255106172,439,17565,5
1.8072822414689091,1.4210073162678234,1.476518242776292,569,14136,5
1.3297905384692195,0.5557658891218988,1.8270658253093814,597,20015,5
1.6689354135963488,1.467464035333853,1.212147885132097,80,288,3
1.2834496861032845,1.2001190139253295,1.5887307785002687,46,66,3
1.1561241462271354,0.5134089316515438,1.2272344822639876,46,66,3
1.435750835825647,1.7259325565878796,0.07117422891668612,60,217,3
1.0875369765700336,0.09445551503680938,1.140033845218456,46,66,3
1.8114014216225038,1.1291920861085951,0.30502847925458054,60,227,3
1.9467631749362804,1.7089409985176545,0.045495925154742656,60,217,3
1.0692683282602768,1.8275831376327036,1.2972547817366107,46,66,3
1.1310966099251254,1.3933724081135248,1.510214019586936,46,66,3
1.7430989676546116,0.17048966420055756,1.8411702578286802,46,66,3
1.2415928201040358,0.8612653199102558,1.8413556623328429,46,66,3
1.079153105167317,0.6327878972158503,1.6133295517388353,46,66,3
1.8866744296432554,1.5143573045764314,1.794317455200037,78,215,3
1.5849952852995841,0.07378946629540839,0.9263910226682244,62,274,3
1.2872982347204278,1.519305732884255,1.8668521364476311,46,66,3
1.4982891457834977,0.5490079668704666,1.9925979542388688,46,66,3
1.6021862601928725,0.6639635369460988,0.9301144052190373,62,274,3
1.732300051538517,1.1004947571868475,0.8905463730987484,62,274,3
1.8772590179741107,1.6506827570670395,1.4474755379337014,78,217,3
1.3098160647098762,0.07787986855978102,1.5439577821822341,46,66,3
1.9132966462437486,0.7904556128169309,0.14184695396594016,60,217,3
1.8542214051176917,1.8267655049042,1.1735388713873938,62,276,3
1.2226561604163895,1.9687724325685498,0.4543908079465242,62,203,3
1.3159499173357108,1.7254951235820248,1.6252756887268032,46,66,3
1.3996815779761573,1.2677668608108434,1.8532303496960014,46,66,3
1.1282333764188528,0.27514738556262297,1.444978724456237,46,66,3
1.5377067532708937,1.0793299871484596,0.24693037564637232,60,217,3
1.8261219266594235,1.9087970518786521,1.2732766713960706,80,288,3
1.9898721262381533,0.43124182106814435,0.3346859544618217,60,227,3
1.6089651586281157,0.16608232880482832,1.9311973374884892,46,66,3
1.164842747940059,1.4552139716937715,0.6664129122521187,62,274,3
1.7297471899431338,0.7535907168262699,1.7361496519023782,46,66,3
1.9337181123610354,1.4947152378778918,0.517736418104483,60,218,3
1.0526379941347064,0.8986472769990237,1.3943728479264588,46,66,3
1.6555603055723311,0.46989529789401563,0.4590625703251787,60,218,3
1.831050249262304,0.6684493350634491,0.34195500625939035,60,227,3
1.6624206720280097,0.9971999889582988,0.9650481149058534,62,274,3
1.0834341939195522,1.4286017796165473,0.6889076644746805,62,276,3
1.293616865137742,1.5145549894393229,0.9495679992577111,80,288,3
1.931989694366441,1.1485558454897635,1.5939680277854122,78,215,3
1.9417447023012722,0.1672425995282174,1.8679353979151363,78,215,3
1.5553298187402373,0.09265106653951771,1.926161635103368,46,66,3
1.791641144252114,0.6318960565055771,0.8437571236839181,62,197,3
1.0524540587553282,1.636612052505836,1.5986190450895443,46,67,3
1.139953980517602,0.2560599870471816,0.37978531756682,60,218,3
1.9532039381398714,1.236531472988112,0.33884876771685235,60,227,3
1.50427134248052,1.9573563345273433,1.711995684300514,46,66,3
1.3266696781093894,0.05561815642112289,1.3156139974578054,78,215,3
1.6748154857249062,0.23423401475959493,0.44096704903928075,60,218,3
1.3341161355836402,0.32039607671642223,0.12062670075546156,60,217,3
1.8465168932279283,1.5439671004523474,1.2098296818814545,62,276,3
1.7677159466938486,0.7037153671208838,0.5645233470797348,60,218,3
1.8693492339774949,1.2347710745042761,1.7407353939276136,78,215,3
1.5942184750216537,0.7661366867773813,0.28612063782506936,60,227,3
1.5863494011495782,0.2729937274457479,1.8678427287979211,46,66,3
1.805657771588608,0.8280929740882941,0.38784502737414983,60,207,3
1.3246521436595047,0.46007176623998314,0.12960192453644104,60,217,3
1.686880652579459,0.738296869263366,1.0541571197728425,62,276,3
1.383560293972136,1.4154465773123786,1.08217822432778,78,217,3
1.7281080423969961,0.11715296159527822,0.9632944058750104,62,274,3
1.2043460156963035,1.621736984664214,0.5605966507225866,62,197,3
1.8595184605369863,1.076988745144741,0.7238307060514881,62,203,3
1.3443476648877575,1.9519092544787193,0.9933403092946695,80,288,3
1.2896989276419415,0.3227891422575717,1.8236103380540583,46,66,3
1.94132866773298,0.9438532745581616,0.648171296700454,62,203,3
1.7623070702175787,0.6778891979789348,1.356540926734873,78,217,3
1.4588399793006221,0.26645427228257357,1.7684025161177719,46,66,3
1.125364919028128,0.9593752498983599,0.2939139246791165,60,218,3
1.3566617799480878,1.0778453696032062,0.6823799588340849,62,274,3
1.2652981710825122,1.7717425074023283,0.3440583159116335,60,218,3
1.9418329874536058,1.1648936101737084,1.9901058839900898,46,66,3
1.9820494855909692,1.5194202510050798,1.7797540712456235,78,215,3
1.0161348573026463,0.38913455596458824,0.23077426550926305,60,207,3
1.0219098217573028,1.6831892142228089,0.22174107182463265,60,207,3
1.9571875121322915,0.007371256104775625,0.8172563388701426,62,197,3
1.7224560652366374,0.9064041139462107,0.34115443890295727,60,227,3
1.9198204538373758,0.6276421056683925,0.13048379183375336,60,217,3
1.6238710403218248,0.5180482998443239,0.8663503956517087,62,274,3
1.2531223071351012,0.7397389287697438,0.4310647728342576,62,203,3
1.585254109099577,0.39496684556978545,1.8219729478655846,46,66,3
1.3676258547014148,1.5336423703993216,1.2514121723463278,78,215,3
1.71042020446848,1.5366604661877745,1.507677708757891,78,215,3
1.5165387377166433,1.8830372232310506,0.6500130295153264,62,197,3
1.3528045828599833,0.05951803748169837,0.39167913462670767,60,218,3
1.227542781763523,1.6152453437553114,0.21078506279184905,60,227,3
1.7430458339455166,1.7461218709630744,1.8482663048387182,46,66,3
1.6082567562351848,1.0310706608028966,0.29121988086460426,60,227,3
1.8809311918190574,0.7118450935512333,1.661462797322058,78,215,3
1.5525176700231684,0.9893956851683343,0.48520458131303634,60,218,3
1.5554088247942817,0.0988989187403928,1.2177859802422828,78,217,3
1.2281899898052568,1.4013153382618289,0.5423011754276594,62,197,3
1.9557524087884959,1.482430495193055,1.5922259768100357,78,215,3
1.3389658440314338,1.2734235674808903,0.7719430885981708,62,274,3
1.306594657484624,0.6856333892897322,1.5786350803868587,46,66,3
1.5559395680487298,1.7498396354468047,1.894647931229431,46,66,3
1.9004878180905054,1.2686513233590349,1.8043140110090128,78,215,3
1.4679856432673937,1.3357510827272305,0.2725144132298487,60,227,3
1.8202200323070767,1.9541442201405028,1.9354017836798103,46,66,3
1.3679760493016278,0.022316535043094943,1.7911126603139085,46,66,3
1.5632643747459447,1.8574990192910987,0.8826491429622385,62,274,3
1.963336553225731,0.6762435662962267,1.8991682637970428,78,215,3
1.6618756602593923,0.062087522806624884,0.6997428507206471,62,197,3
1.5137735475238798,1.045150742565379,1.5259534505714625,46,66,3
1.5909943442211607,0.9432712712886393,1.5054823313892352,78,215,3
1.3163554942821083,1.4735171216670397,0.3510061833138125,60,218,3
1.3090158042332956,1.6618666119495762,1.4450694817494605,46,66,3
1.8946746698137558,0.5452934907177267,0.07598472904285591,60,217,3
1.7770444697022811,0.4832116212192292,0.5397006258616195,60,218,3
1.1004773341304994,1.5583303401043815,0.4674892792127223,62,197,3
1.4601910703945307,0.574805732712153,0.31426840501020714,60,207,3
1.6460486043376812,0.6238596616855985,1.8529643901434525,46,66,3
1.2490607412329422,1.1439740176455098,0.7858836598050074,62,276,3
1.4601552656981824,0.4988419139046565,0.22856099026693277,60,217,3
1.3391369467413448,0.9068168377528065,1.3548114909685576,46,66,3
1.0742275942435957,0.5366603465871183,0.4367096477416692,62,197,3
1.7670064677654636,0.39133931482366835,0.6750528246527132,62,203,3
1.2003090981060605,0.0069182799511711135,1.1315310249856712,78,215,3
1.8593252706121328,1.4690739261245351,1.004523946148831,62,274,3
1.1038301402055335,0.2974460675778001,0.13506925389703284,60,217,3
1.7520924639155027,0.6219846865775365,1.7589276882767806,46,66,3
1.7946733842188758,1.7591902014936442,0.6085753804240219,62,203,3
1.4220919219829682,1.8999349903446974,1.1689160411937725,78,215,3
1.0473074399043807,0.8419164403686132,1.5986344568656194,46,67,3
1.3620338910154586,1.9617354799654847,1.1348494787535492,78,215,3
1.2289571938290649,0.11434071250696021,0.8795118776293065,80,288,3
1.5915355817846017,1.429339257958279,0.556634086068097,62,203,3
1.61394432735639,1.780915017167143,1.9253785301184498,46,66,3
1.4887969999956092,0.03764043680636853,0.7278736387308495,62,197,3
1.7468133930758527,1.9391105923643757,0.6528642151037931,62,203,3
1.4420212219652702,1.3370403483962032,0.6897767699641666,62,197,3
1.8649400766940316,1.1639331886731796,0.017685624824572255,60,217,3
1.1301230888062688,1.1369059675137498,1.632599402526684,46,66,3
1.8493884743978324,1.1533203049288745,0.07665424809941457,60,217,3
1.0268761233860828,1.7591693929856715,0.03840254178791591,60,217,3
1.6378631140806623,1.7945416726771768,1.3761611898137396,78,215,3
1.3225330511991749,0.098076298785569,1.3482438908638872,46,66,3
1.83342238556701,0.5794147501462097,1.206170888958074,62,276,3
1.3124469819347917,0.3026868740080175,1.202183992426907,78,215,3
1.045392855843701,1.8766897027824136,1.0981554994780185,46,66,3
1.6809726797995632,0.16890865926203635,0.770646682336422,62,197,3
1.5411388819885485,1.2887639232659476,1.2461831075411347,78,215,3
1.1736303392222003,1.0007013248275498,1.9455479538180476,46,67,3
1.0469261666972591,1.1296707477264176,1.6153429419859995,46,67,3
1.824303254370879,0.9857716296361534,1.9674510463072945,46,66,3
1.875368925919462,0.6071517362297514,0.9365519825778621,62,197,3
1.8298688516196944,1.7207553130568924,0.2785052172900455,60,217,3
1.1116941952717498,0.7379562550621948,0.22530485698005553,60,207,3
1.0982458199804348,1.4447960894566005,0.5871632785208705,62,274,3
1.4599670211992049,0.5499332239878447,1.2906611813750455,78,215,3
1.4079601903911318,1.190344370618316,1.0371284935318783,80,288,3
1.6274376886432216,1.490307758887352,0.012906553414813615,60,217,3
1.4747501215138779,1.4938993103206692,0.05801933865468456,60,217,3
1.7107619543261778,0.03169548733606309,0.6586465460189577,62,203,3
1.297702317076452,1.1395102853375798,0.6892011128728925,62,274,3
1.1304315441877573,0.04414257203467864,1.8718641990574008,46,67,3
1.045003797164142,1.732531338628354,1.187489896322714,46,66,3
1.51096965558903,0.26643244110333875,0.556916122094087,62,203,3
1.3670650785106222,1.86340491194702,1.2725661877437977,78,215,3
